Date,Monthly_Income,Monthly_Expenditure,Savings_Ratio,Debt_to_Income_Ratio,Financial_Stability_Index,Investment_Amount,Credit_Score,Risk_Tolerance_Level,Expense_Category,Purchase_Amount,Purchase_Priority,Urgency_Score,Is_Feasible,Remaining_Budget,Budget_Utilization_Percentage
2024-09-01,71076.33,32134.49,0.243,0.434,0.525,46608.52,762,0.363,Entertainment,88.61,2,4,1,38941.84,45.21123980374339
2024-09-02,42209.19,24998.63,0.561,0.572,0.655,34523.54,812,0.845,Travel,438.7,2,2,1,17210.56,59.2255620162339
2024-09-03,70953.87,45682.48,0.086,0.425,0.468,66593.29,634,0.418,Healthcare,1322.92,2,4,1,25271.389999999992,64.38335216951522
2024-09-04,31522.41,22888.81,0.352,0.294,0.612,158209.14,739,0.441,Electronics,1821.61,1,4,1,8633.599999999999,72.61123118441769
2024-09-05,48321.94,42294.53,0.375,0.182,0.677,99609.01,700,0.634,Groceries,1630.29,3,4,1,6027.410000000004,87.52655625995148
2024-09-06,95208.29,66676.8,0.409,0.633,0.587,53221.5,623,0.774,Groceries,1763.14,2,5,1,28531.48999999999,70.03255703888811
2024-09-07,95716.0,73873.32,0.191,0.382,0.494,41575.15,725,0.034,Healthcare,881.47,2,1,0,21842.679999999997,77.17969827406077
2024-09-08,88509.15,57808.25,0.251,0.627,0.519,73218.6,742,0.593,Healthcare,1027.74,2,3,1,30700.899999999998,65.31330376576885
2024-09-09,60660.48,43496.72,0.514,0.452,0.623,188585.63,670,0.187,Healthcare,1377.92,3,1,1,17163.760000000002,71.70520246460298
2024-09-10,79045.77,34421.76,0.157,0.505,0.476,75175.08,758,0.346,Rent/Bills,535.54,2,2,1,44624.01,43.54661862361515
2024-09-11,79927.95,42137.68,0.505,0.583,0.591,197743.57,617,0.348,Entertainment,1578.64,2,4,1,37790.27,52.71958057225289
2024-09-12,56832.71,33015.63,0.359,0.495,0.565,102193.79,625,0.469,Entertainment,191.57,2,1,1,23817.08,58.09265474055345
2024-09-13,110067.97,70030.38,0.469,0.339,0.651,44041.14,707,0.334,Travel,1154.51,2,2,1,40037.59,63.62466755769186
2024-09-14,97547.25,41245.35,0.442,0.408,0.606,179316.62,701,0.107,Healthcare,551.08,3,5,1,56301.9,42.28243235970261
2024-09-15,75580.72,35523.85,0.164,0.582,0.451,97467.52,664,0.146,Groceries,164.79,3,4,1,40056.87,47.00120612770029
2024-09-16,80537.72,43362.08,0.363,0.324,0.569,144837.56,740,0.033,Travel,1191.28,2,4,1,37175.64,53.84070966995341
2024-09-17,84167.66,74552.88,0.527,0.333,0.682,196905.2,727,0.47,Groceries,1142.79,3,1,1,9614.78,88.57663382824235
2024-09-18,39165.3,22154.77,0.288,0.157,0.664,19533.32,743,0.954,Electronics,523.12,2,4,1,17010.530000000002,56.56734405200522
2024-09-19,75056.45,48112.73,0.582,0.649,0.612,28371.97,694,0.116,Travel,52.04,2,5,1,26943.719999999998,64.1020591834546
2024-09-20,66360.32,33050.68,0.299,0.155,0.673,146886.78,730,0.946,Electronics,1008.32,1,2,1,33309.64000000001,49.8048834002006
2024-09-21,59967.6,42300.55,0.129,0.489,0.519,63546.75,678,0.733,Healthcare,910.64,3,5,1,17667.049999999996,70.53900773084133
2024-09-22,74377.99,40189.52,0.264,0.348,0.564,45017.27,803,0.637,Groceries,1595.63,3,4,1,34188.47000000001,54.03415714783365
2024-09-23,115953.73,58382.27,0.573,0.343,0.711,17478.76,659,0.645,Rent/Bills,1878.2,3,4,1,57571.46,50.34962652775378
2024-09-24,92816.86,61100.07,0.226,0.508,0.534,14150.88,805,0.827,Rent/Bills,299.92,2,2,1,31716.79,65.82863285829751
2024-09-25,68576.42,27619.35,0.527,0.14,0.693,157152.26,702,0.107,Entertainment,1058.37,1,4,1,40957.07,40.27528704473053
2024-09-26,91451.66,36931.11,0.535,0.456,0.649,35542.35,631,0.505,Electronics,958.37,2,5,1,54520.55,40.38320354163062
